emotion,text,clean_text
happy,"suatu saat nanti, kalo aku noleh ke belakang dan inget masa sekarang aku bakal senyum dan bilang di dalem hati 'aku ga kehilangan apapun, tapi dia yg kehilangan orang yang paling sayang sama dia'.",suatu nanti kalau  noleh belakang ingat  masa sekarang bakal senyum bilang dalam  hati tidak kehilangan apapun  kehilangan orang paling sayang sama dia
fear,"Pengen resign tapi ko takut nanti ga lebih better, ngerasa nyaman tapi ko batin... aku ga paham yang salah ada di diri aku atau siapa sih",resign ko takut tidak lebih better merasa  nyaman ko batin tidak paham salah di diri atau siapa sih
fear,Aku takut tulisan ini terbaca di saat kamu nggak ngerti apa yang aku rasain. Aku takut tulisan ini terbaca dan kamu marahin aku. Aku takut.,takut tulisan terbaca saat kamu ngerti apa rasain takut tulisan terbaca kamu marahin saya saya takut
happy,Korupsi memperkaya diri sendiri. Revolusi mental yang digalakkan Pakde [USERNAME] mesti di ulang kembali di #Jokowi2Periode [URL],korupsi memperkaya diri sendiri revolusi mental digalakkan pakde username mesti ulang di url
love,"Eum apalagi ya . . Dewasa pake banget kamu mah. Oh iya, bucin juga! Tapi nggak apa-apa, asalkan Sabila happy. Me cintas you!",eum ya dewasa pakai  sekali  kamu mah iya budak cinta tapi apaapa asalkan sabila happy me cintas you
love,"Kasih sayang Mu tiada bertepi, Walau aku sering melupakan Mu Walau aku selalu melakukan kesalahan Tapi tangan Mu selalu menerima diri yg hina dan bodoh ini",kasih sayang mu tiada bertepi saya sering melupakan mu saya selalu melakukan kesalahan tangan mu selalu menerima diri  hina bodoh
anger,[USERNAME] Kenapa selalu gini yah daftar akun pelaut... Data sudah isi dengan benar Sudah bolak balik ganti email jga Mohon pencerahannya [URL],username selalu gini yah daftar akun pelaut data isi benar bolak balik ganti email mohon pencerahannya url
sadness,jakarta mulai gelap ditutup awan mendung #siap2 naro ember digerojogan#,jakarta mulai gelap ditutup awan mendung naro ember digerojogan
love,"terakhir, aku sayang koko! sayang koko kemaren. sayang koko hari ini. sayang koko 2 jam yg lalu. sayang koko besok. sayang koko besok lusa. sayang koko selamanya.",terakhir sayang koko sayang koko kemarin  sayang koko hari sayang koko jam  lalu sayang koko besok sayang koko besok lusa sayang koko selamanya
happy,"Acha lucunya kamu dipegang gak mau digendong gak mau. Dipaksain di gendong 2x nangis diem nangis diem terus. Giliran di ajak selfie berkali kali ujung ujungnya nyium pipi, kaget loh ante ini cha kamu maen sosor aja  [URL]",acha lucunya kamu dipegang mau digendong mau dipaksain gendong x nangis diam  nangis diam  terus giliran ajak selfie berkali kali ujung ujungnya nyium pipi kaget loh ante cha kamu main  sosor  url
fear,"Pemantauan dan sosialisasi di wilayah KRB III dengan melaksanakan patroli rutin, tetap semangat dan tetap waspada #waspadamerapi [URL]",pemantauan sosialisasi wilayah krb iii melaksanakan patroli rutin tetap semangat tetap waspada url
love,Makasih juga ya udah mau bertahan sampe sekarang walaupun rumahnya jarang aktif juga. :( sayang Roro pake banget!,makasih ya mau bertahan sekarang walaupun rumahnya jarang aktif sayang roro pakai  sekali 
sadness,"Saya tidak sedang bermasalah dengan teman, sahabat, saudara, atau siapapun. saya hanya sedang jenuh. mungkin saya juga menyadari kalau mereka masing-masing punya problemnya sendiri. dan kejenuhan saya memuncak, ketika mereka hanya meminta tolong tanpa menanya kabar saya.",tidak sedang bermasalah teman sahabat saudara siapapun sedang jenuh mungkin juga menyadari kalau masingmasing punya problemnya sendiri kejenuhan memuncak mereka hanya meminta tanpa menanya kabar
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Apapun alasan,kl dlm LHP [USERNAME] sdh ada kerugian,FP hrs tgg jwb,mo arbitrase biar aja,blm tentu FP jg berani ke arbitrase,knp kita hrs takut? Alasan nunggu 3 thn itu akan longsor versi FP search gogle,msh byk e",username username username username apapun alasankl  lhp username ada kerugianfp  tgg jwbmo arbitrase biar ajablm fp berani arbitraseknp harus  takut alasan nunggu tahun  akan longsor versi fp search goglemsh banyak  e
anger,[USERNAME] grapari btc bandung ditulis buka 10:00 - 21:00 tapi barusan saya mau ganti simcard ke nano sim ditolak. Alasan sudah prepare tutup. Profesional ya ? [USERNAME],username grapari btc bandung ditulis buka barusan mau ganti simcard nano sim ditolak alasan prepare tutup profesional username
happy,Ini hari lahir. Terima Kasih Ka [USERNAME] untuk tulisan2 di [URL] Selalu jadi kata2 terbaik disaat hari lahir datang. This word never old.,hari lahir terima kasih ka username tulisan url selalu jadi kata terbaik disaat hari lahir datang this word never old
sadness,"[USERNAME] Iya bener kak. Waktu setahun skip minum obat itu, dia ikut saran keluarganya ke pengobatan alternatif (dukun). Makanya malah tambah parah. Dan pas balik ke RS Jiwa untuk berobat lagi, baru ketahuan kalau dia kena skizo",username iya benar  kak waktu setahun skip minum obat ikut saran keluarganya pengobatan alternatif dukun makanya malah tambah parah pas balik rs jiwa berobat baru ketahuan kalau dia kena skizo
love,"[USERNAME] sayangnya aku ke mereka, kayak cintanya yang bikin kecap bango ke malika. sayangku bukan sayang abal2nya user @ fromyg dan antek-antek. sayangku sampe aku jadi kaum misqueen",username sayangnya mirip  cintanya bikin kecap bango ke malika sayangku bukan sayang abalnya user fromyg antekantek sayangku saya jadi kaum misqueen
anger,"La saya memang tidak suka, tpi bukan paksaan. Saya lebih jijik lihat pendukungnya banteng sama owi, segala cara dilakukan dan muslim di bully wkwk [URL]",la memang suka  bukan paksaan lebih jijik lihat pendukungnya banteng sama owi segala cara dilakukan muslim bully wkwk url
fear,"Jd inget gua dulu, pernah di usir dr rumah sama emak,gara gara ngilangin taperwer yg satu set kek sejenis rantang. Semenjak itu gua ga mau lg deket deket sm taperwer mak gua, ngeri di tuduh lg []",jadi ingat   dulu pernah usir  rumah sama emakgara gara menghilangkan  taperwer  satu set kek sejenis rantang semenjak  mau  deket deket sama  taperwer mak saya  ngeri tuduh 
sadness,"Sebenernya sy miris jg, siapa org yg mengakulturasikan gaya dan faham casual di kalangan supporter Bandung, seiiringnya waktu berjalan, lalu timbul lah beberapa organisasi yg mengatasnamakan Casual.",sebenarnya   miris siapa orang  mengakulturasikan gaya paham  casual kalangan supporter bandung seiiringnya waktu berjalan lalu timbul lah beberapa organisasi  mengatasnamakan casual
love,"Wahai Yang Maha Cinta, sandingkanlah aku dengan jiwa pilihan-Mu, yang karena kebaikanku - baikkanlah ia, tapi jika ia lebih baik - baikkanlah aku.",wahai maha cinta sandingkanlah dengan jiwa pilihanmu karena kebaikanku baikkanlah tapi ia lebih baik baikkanlah
sadness,"[USERNAME] Kenapa ya ada ugm.cantik ugm.tampan tp ga ada ugm.juara ugm.berprestasi? Kan kalo fisik itu udh dari Tuhan, kalo prestasi kan diusahakan #protesdewe",username ya ugmcantik ugmtampan tidak ugmjuara ugmberprestasi kan kalau  fisik sudah tuhan kalau  prestasi kan diusahakan
sadness,"Tidak ada maksud untuk melemahkan negara Islam secara umumnya, tapi persatuan bangsa Islam kapan terwujud, dan saya melihat yg Turki dengan Erdogan nya sudah berbuat, tapi belum cukup, saya sebagai seorang Muslim melihat nya keterlaluan yang di perbuat Israel laknatullah, [URL]",ada maksud melemahkan negara islam umumnya persatuan bangsa islam kapan terwujud melihat  turki erdogan nya berbuat belum cukup saya sebagai seorang muslim melihat nya keterlaluan di perbuat israel laknatullah url
fear,"{mu} gaes aku td hbs pergi cuma pake bedak lipstik doang sih nah bersihin muka nya pake mc viva, mw pixy doang trus hbs tu pake toner viva. Gapapa kan ya klo gak cuci muka pake fw? Takut ke kmr mandi jam segini :(",mu gaes tadu  habis  pergi cuma pakai  bedak lipstik  sih nah bersihin muka nya pakai  mc viva mau pixy  terus  habis   pakai  toner viva apa-apa kan kalau cuci muka pakai  fw takut kamar  mandi jam segini
happy,"Hei remaja,Bangkitlah!!! Dunia ini bukan hanya tentang cinta,Harga diri ataupun Ketenaran.Tapi tentang Bagaimana kita berkarya,berinovasi,dan membangun negara ini.",hei remajabangkitlah dunia bukan cintaharga diri ataupun ketenarantapi tentang bagaimana berkaryaberinovasidan membangun negara
love,"[USERNAME] ""Yaudah kita ke apartemen sekarang ya sayang"" ucapnya sambil tersenyum. Amber pun berjalan sambil menggenggam tangan kekasihnya ke lobby. ""Kamu tunggu disini ya sayang, aku ambil mobil dulu"" ucapnya sambil melepas genggaman tangan kekasihnya. ",username yaudah apartemen sekarang sayang ucapnya tersenyum amber berjalan menggenggam tangan kekasihnya ke lobby kamu tunggu disini sayang ambil mobil dulu ucapnya melepas genggaman tangan kekasihnya
love,ini knapa menurut sy bagusnya Al Qur'an itu bukan sekedar dibaca.. dalam tafsir juga kadang ada penyebab knp ayat tsb turun.. yg bawa arti yg atas adalah tafsirnya [URL], saya  bagusnya al quran bukan sekedar dibaca tafsir kadang penyebab kenapa ayat tersebut  turun  bawa arti  atas tafsirnya url
love,"Udah maghrib, aku shalat dulu ya.. Seperti biasa akan ku sebut namamu dalam do'a ku, kali ini aku akan lebih bersungguh-sungguh meminta dan memohon kepada-Nya untuk kesembuhan dan kesehatanmu serta kebahagiaanmu. Aku sayang kamu [USERNAME]  #GetWellSoonLeeteuk",maghrib shalat dulu seperti biasa ku sebut namamu doa ku kali lebih bersungguhsungguh meminta memohon kepadanya kesembuhan kesehatanmu kebahagiaanmu saya sayang kamu username
happy," iyaaa, paling demen klo bahasanya udah aku kau atau aku kamu gtu btw ada rekomendasi ff nct yg bagus tak? klo bisa yg udah complete tpi klopun belom klo bisa yg updatenya cepet wkwk",iyaaa paling suka  kalau bahasanya saya kamu saya kamu  btw rekomendasi ff nct  bagus tak kalau yang  complete  klopun  kalau yang  updatenya cepat  wkwk
sadness,Razan al-Najjar. Petugas medis Palestina (21 Tahun). Gugur di medan perjuangan. Turut berduka cita sedalam-dalamnya. #RazanNajjar #Palestina [URL],razan alnajjar petugas medis palestina tahun gugur medan perjuangan turut berduka cita sedalamdalamnya url
happy,[USERNAME] [USERNAME] PARAH KAN WONHEE KAN Cantik banget :,username username parah kan wonhee kan cantik sekali 
fear,Tapi eug takut kalo dia nanti merasa tdk mau ditemani trs menjauh trs nyindir trs ku tak enak lagi dan malas ngampus dan macam-macam akibat,saya takut kalau  nanti merasa mau ditemani terus  menjauh terus  nyindir terus  ku tak enak malas ngampus dan macammacam akibat
sadness,"hari ini, ketemu dia lagi. setelah ganti nomor whatsapp, dan dia gak save nomor w yg baru. bikin w galau sampe skrng. dan dengan muka imutnya dia nampakin mula gitu aja tadi. senyum. ngajak ngobrol. ku terus buang muka. padahal rindu",hari ketemu lagi ganti nomor whatsapp save nomor yang  baru bikin galau sekarang  dengan muka imutnya dia nampakin mula   tadi senyum mengajak bicara  ku terus buang muka padahal rindu
happy,"Muka w mang gak indah, tp at least w bs jln ke tempat yg indah.. #myfaceismyproblemnotyours #dibikinasikaja #familytime #qualitytime @ Munduk, Bali, Indonesia [URL]",muka mang indah at least bisa jalan  tempat  indah munduk bali indonesia url
fear,"Khawatir sih, takut terjadi yang aneh2 ama dia. Tapi aku tetap ngekeh ngga mau hubungi dia dulu.",khawatir sih takut terjadi aneh sama  tapi tetap ngekeh mau hubungi dulu
love,"[USERNAME] Semuanya. Entah knp ya semua bias gua bikin gua kadang lupa kalo gua itu butiran debu. Mereka tuh bener2 bisa bikin gua jd spesial, makanya gua sayang bgt sm mereka...",username semuanya entah ya semua bias  bikin  kadang lupa kalau   butiran debu tuh benar  bikin  jadi spesial makanya  sayang sangat  sama 
anger,"Halo [USERNAME] [USERNAME] .. akhirnya kemarin saya bs tuker di Carls Jr PS, itupun ditolak dulu awalnya karena belum ada token toko. Masukan lain kali utk promo kalo belum siap semua dari [USERNAME] atau Carls Jr jangan jual2 dulu ke publik.",halo username username akhirnya kemarin bisa tuker carls jr ps itupun ditolak dulu awalnya token toko masukan kali  promo kalau  belum siap semua username carls jr jangan jual dulu publik
sadness,"Terlalu banyak moment pencitraan di postingan ig nih. Pengen ngapus tapi udah ke posting. Yaudah deh biarin aja ya, sekarang berusaha agar tidak terjadi hal seperti itu lagi saja",terlalu banyak moment pencitraan postingan ig nih ngapus sudah posting yaudah deh biarin  sekarang berusaha tidak terjadi seperti lagi
love,HAHAHA BODO AMAT DEEHHH YG PENTING DI VIDEO INI SE FRAME SAMA DANIELSAYANG BANGEET DONGG SM DIAAA DAN MEREKA [USERNAME],hahaha bodo deehhh  penting video se frame sama danielsayang bangeet dongg sama  diaaa mereka username
happy,"[USERNAME] bersyukurlah pacar kamu masih cerita ke kamu, itu artinya dia sayang sama kamu bikin pacar kamu senyaman mungkin sama kamu dengan cara kamu sendiri, jgn cemburu buta",username bersyukurlah pacar kamu cerita kamu artinya sayang sama kamu bikin pacar kamu senyaman mungkin sama kamu cara kamu sendiri jangan cemburu buta
happy,"Makasih suam udah ngeluangin waktu nya buat kita jalan"" .. Kita jarang ketemu tetep Jaga kesehatan ya sayang ",makasih suam ngeluangin waktu nya buat jalan jarang ketemu tetap  jaga kesehatan sayang
anger,"Gue suka bilang, sebentar siapa yg perawatnya? dan trs kan kita kolab sama advice dr. Ya kalo klien yg paham sih lgsg oh iyaaaa maap soalnya nanya. Tp kalo yg kmpret mah lgsg komplen  rasanya ingin kuteluh saja tu org sumpeh",suka bilang sebentar siapa  perawatnya terus  kan kolab sama advice  kalau  klien  paham sih langsung  iyaaaa maaf soalnya tanya  kalau   kampret  mah langsung  komplen rasanya kuteluh itu  orang sumpeh
fear,"Njirrr kl udh memasuki daerah rumah ada motor dibelakang lgsg ngebut, gabrani liat spion. Kecepatan menjadi sangat kencang i could fly my heart is about to explode bcz degdegan",njirrr kalau  memasuki daerah rumah motor dibelakang langsung  ngebut gabrani liat spion kecepatan menjadi sangat kencang i could fly my heart is about to explode bcz degdegan
fear,aku takut acc ke suspend atuh lah jangan sampe kek. ini acc pernah ke suspend kl ke suspend lagi masuk ke kategori suspend permanen,takut acc suspend atuh lah jangan kek acc pernah suspend kalau  suspend masuk kategori suspend permanen
love,"karena cinta, alasanku tersenyum pagi ini",cinta alasanku tersenyum pagi
fear,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] Duh.. kalau lihat AF, suka deg2an.. takut teriak tangkap..tangkap gitu.. hati2 bicaranya.",username username username username duh kalau lihat af suka degan takut teriak tangkaptangkap  hati bicaranya
happy,"Salah satu padhilah shalat duha, bisa mempermudah memperoleh Rizki. Jika tak percaya, lakukan!!! Kalo masih belum percaya, terus lakukan!!! Sampai kamu benar benar percaya...",salah satu padhilah shalat duha mempermudah memperoleh rizki tak percaya lakukan kalau  belum percaya terus lakukan kamu benar benar percaya
sadness,"Aku macam wondering kenapa kalau someone tu dia rebel ke, putus cinta ke, stress ke, etc kan, mostly dia akan berubah 360. Tapi, sadly perubahan dia tu mostly akan ke perubahan dark side",macam wondering kalau someone  rebel putus cinta stress etc kan mostly berubah sadly perubahan itu  mostly akan ke perubahan dark side
happy,Trima kasih yang sudah datang sparing footballl hari ini. #unitedindonesia #unitedtogether #uici #unitedindramayu #unitedindonesiachapterindramayu @ Indramayu Regency [URL],trima kasih sudah datang sparing footballl hari indramayu regency url
sadness,"[USERNAME] Sayang sekali, niat baik, dan terwujut belum tentu dilanjutkan menjadi lebih baik lagi bahkan sebaliknya. Hanya karena ketidakmampuan membedakan antara urusan kontestasi politik yg usai dan urusan kesejahtetaan warga yg menjadi tanggungja",username sayang sekali niat baik terwujut tentu dilanjutkan menjadi lebih baik bahkan sebaliknya karena ketidakmampuan membedakan urusan kontestasi politik  usai urusan kesejahtetaan warga  menjadi tanggungja
fear,"q takut nanti d banding2ngin antara satu dengan yg lain,cz q tau gmn sifat masing2 org d sna... klau sampai itu terjadi jgn slhkan q klau tak bawa pergi...",takut d bandingngin satu yang  laincz tahu bagaimana  sifat masing orang d sna kalau  itu terjadi jangan slhkan kalau  tak bawa pergi
anger,"Bisa gak si ego u di kurangi dikit, w gabisa kalo gini terus :"""""" minimal sampe kerjaan ini kelar aja, abis itu u slamanya gamau ktmu w jg gapapa",si ego kamu kurangi sedikit  kalau  gini terus minimal kerjaan selesai   abis kamu slamanya tidak mau ketemu  juga tidak apa-apa
sadness,Semua tak sama Tak pernah sama Waktu yang terus berputar tidak akan pernah Sama dengan yang tlah terjadi. Menikmati setiap detik keadaan itu akan lebih menghargai waktu yang Tuhan berikan untuk kita..,semua tak sama tak pernah sama waktu terus berputar akan pernah sama tlah terjadi menikmati detik keadaan akan lebih menghargai waktu yang tuhan berikan kita
happy,"Yang pasti, tidak perlu khawatir akan merasa bosan bila melakukan perjalanan jauh di Pulau Bali, karena keindahan alamnya akan memanjakan pandangan di tengah perjalanan. #AyoRamaikanTengananFestival",pasti perlu khawatir merasa bosan bila melakukan perjalanan jauh pulau bali keindahan alamnya memanjakan pandangan tengah perjalanan
happy,"Bisa mencium bau tanah kering yang abis kesiram air ujan itu adalah definisi kebahagiaan tersendiri. Alhamdulillah hujan, yang meski cuma sebentar hari ini.",mencium bau tanah kering abis kesiram air ujan adalah definisi kebahagiaan tersendiri alhamdulillah hujan meski cuma sebentar hari
sadness,"Nangis dipundak kamu, boleh? Aku pilu, sungguh.",nangis dipundak kamu saya pilu sungguh
anger,"Menurut saya prof, koruptor itu sama saja dng membunuh generasi anak cucu secara perlahan2 prof... Saya setuju jika para koruptor kelas kakap di hukum mati dan di miskin kan... [URL]",prof koruptor sama dengan  membunuh generasi anak cucu perlahan prof saya setuju para koruptor kelas kakap hukum mati di miskin kan url
fear,Tengah baca thread seram tetiba nmpk benda hitam gerak dekat tepi kepala. Dah la dalam thread tu cerita dah sampai dekat bayang hitam. Cuak wehhh . Tengok sebelah nasib baik sarung bantal je bergerak .,tengah baca thread seram tetiba nampak  benda hitam gerak dekat tepi kepala la thread  cerita sampai dekat bayang hitam cuak wehhh tengok sebelah nasib baik sarung bantal je bergerak
sadness,Ada temen minta gue rekomen dia buat masuk kantor gue. Ya gimana dia kaga siang kaga malem WA-an mulu. Kalah gue yg fangirl dan emak2. Gimana mau rekomen. Kerjanya kapan orang begini.,teman  minta rekomen buat masuk kantor ya gimana kaga siang kaga malam  waan terus  kalah yang  fangirl emak gimana mau rekomen kerjanya kapan orang begini
love,Istri nya aku cantik banget yaa tuhan pesek dikit yaa hidungnya kamu sayang [USERNAME],istri nya cantik sekali  yaa tuhan pesek sedikit  yaa hidungnya kamu sayang username
happy,Ketika ada kegiatan kantor di Pusat yang bertepatan pada rencana tgl pulang itu artinya adalah tiket pulang gratis :) [URL],ada kegiatan kantor pusat bertepatan rencana tanggal pulang artinya tiket pulang gratis url
anger,"Efek pintu tol slipi arah semanggi ditutup, macet parah di sini. Pak polisi bukan ngatur malah jagain jalur busway [USERNAME] [USERNAME] [USERNAME] [URL]",efek pintu tol slipi arah semanggi ditutup macet parah sini pak polisi bukan ngatur malah jagain jalur busway username username username url
sadness,"Dulu aja waktu jadi timses Jokowi, Anies di Banggakan. Sekarang giliran di dukung Oposisi pemerintah di hujat. #PolitikSubjektif [URL]",dulu  waktu jadi timses jokowi anies banggakan sekarang giliran dukung oposisi pemerintah hujat url
fear,"[USERNAME] Pengen banget icip icip dikit soal pasar modal. Tapi masih belum berani, efek ilmunya blm banyak kali ya. Takut malah jatohnya jadi ""donasi"" bukan ""investasi"" hahaha",username sekali  icip icip sedikit  soal pasar modal masih berani efek ilmunya  banyak kali takut malah jatohnya jadi donasi bukan investasi hahaha
happy,Wkwkw kalo nanya ke aku sih tak jawab santai. Tapi dengan tidak mengeluarkan komentar/pertanyaan begini dunia akan lebih indah,wkwkw kalau  tanya  saya sih tak jawab santai dengan mengeluarkan komentarpertanyaan begini dunia lebih indah
sadness,"Ga juga dong mestinya bijak karena beliau itu orang2 hebat, sebagai tokoh yang tustas urusan kebutuhan ekonomi, namun sayangnya belum tentu menjadi orang-orang besar sekelas Gusdur apalagi Bung Karno, beliau2 ini sedang diuji karena sejarah mencatatnya [URL]",juga dong mestinya bijak beliau orang hebat tokoh tustas urusan kebutuhan ekonomi sayangnya tentu menjadi orangorang besar sekelas gusdur bung karno beliau sedang diuji sejarah mencatatnya url
love,"yang, aku aja inget :"") malah kemaren siapa yang ngajarin aku rap lagu ini? gatausih(?) gapapa aku tetep sayang kok bri hehe", ingat  malah kemarin  siapa ngajarin rap lagu gatausih apa-apa saya tetap  sayang kok bri hehe
fear,"Diri ini penakut, contohnya nonton film horor, balik2 gaberani sendirian, ke wc ga bisa kalo ga ditemenin trs suka parno sendiri hm sungguhku tak sanggup.",diri penakut contohnya nonton film horor balik gaberani sendirian wc bisa kalau  ditemani  terus  suka parno sendiri hm sungguhku tak sanggup
anger,Klo boleh jujur gua kadang ngerasa sebel sm itu org. Tau ko klo emg cinta bgt sm w1 tp gausah segitunya. Sungguh. Bnrbnr gamau kalah bgt sumpah.,kalau jujur  kadang merasa  kesal  sama  orang tahu ko kalau memang cinta sangat  sama  tapi usah segitunya sungguh benar-benar  mau kalah sangat  sumpah
fear,"[USERNAME] apakah hari ini nasib cash back saya Rp 50.000,- akan pending seperti yang sudah sudah? Mohon informasi nya. [URL]",username hari nasib cash back rp pending yang sudah mohon informasi nya url
fear,"[USERNAME] kyk gk mkin harga segitu om..gw yakin di range 15jt an, cuma gk lebih dr 20. habis liat reviewnya gadgetin..dan peminatnya mkin hanya sedikit..lagian game2 mobile gk bnyak jg yg bagus masih bs dihitung jari..org normal mending beli PS4 atau build",username kayak  mkin harga segitu omgw yakin range jt an cuma lebih  habis liat reviewnya gadgetindan peminatnya mkin sedikitlagian game mobile banyak  yang  bagus bisa dihitung jariorg normal mending beli ps build
fear,ngeri banget banyak orang jahat di dunia. semoga mbavan nanti gede ga jadi kayak gitu jahat terus ngga punya empati. mudah-mudahan jeleknya mbavan mentok sampe annoying aja jangan sampe jadi jahat amin.,ngeri sekali  banyak orang jahat dunia semoga mbavan gede jadi mirip   jahat terus punya empati mudahmudahan jeleknya mbavan mentok annoying  jangan jadi jahat amin
sadness,[URL] Kabar duka datang dari ranah mode internasional. Desainer kondang Kate Spade tewas setelah gantung diri menggunakan scarf.,url kabar duka datang ranah mode internasional desainer kondang kate spade tewas gantung diri menggunakan scarf
love,"Wahai Rosulullah, Kau telah ajarkan hidup ini untuk saling mengasihi ku tanamkan dalam hati ku amalkan sejak dini Engkaulah nabi pembawa cinta Kau bimbing menuju cinta.",wahai rosulullah kamu ajarkan hidup untuk saling mengasihi ku tanamkan hati ku amalkan sejak dini engkaulah nabi pembawa cinta kamu bimbing menuju cinta
happy,"Setelah seharian tanpa kabar, si Bapak tau2 malem2 telpon cuman buat ngecek udah tidur apa belum. Ngobrol ketawa2 sejam trus pamit tidur. Padahal tadi nomornya udah gue block trus gue unblock gara2 gak tega.",seharian kabar si bapak tahu malam  telepon  buat ngecek tidur apa bicara  tertawa  sejam terus  pamit tidur padahal tadi nomornya block terus  saya unblock gara tega
fear,"[USERNAME] [USERNAME] serem sendiri, dulu mama ku yg semangat nyuruh behelan. pas dikasih tau dokter gt mama langsung ga mau lagi-.- takutnya ada efek gituu",username username seram  sendiri dulu mama ku  semangat suruh  behelan pas dikasih tahu dokter  mama langsung mau takutnya efek gituu
love,"Terimakasih ibu ,sudah mengajarkanku membagi cinta kasih untuk orang lain . Tanpa memandang dan membanding . Dan itu semua berjalan dengan baik seiring dengan doamu. Kubalas semua dengan tangis haru dipipimu nanti .",terimakasih ibu mengajarkanku membagi cinta kasih orang tanpa memandang membanding itu semua berjalan baik seiring doamu kubalas semua tangis haru dipipimu
happy,"Hari ini dengan riang gembira aku mulai mencuci celana jeansku yang tidak dicuci selama dua Minggu dengan gerakan sekali bilas. Kamu mau, kan, Maz, terima aku apa adanya. ^_^",hari riang gembira mulai mencuci celana jeansku tidak dicuci selama minggu dengan gerakan sekali bilas kamu mau kan maz terima apa adanya
love,"Apa itu cinta? . Cinta... Adalah Ali, ketika dia berbaring tidur menggantikan Rasulullah Saw di kasur Nabi, padahal dia tahu bahwa sekelompok orang telah berkumpul untuk membunuh Rasulullah Saw, dia juga tahu bahwa dia mungkin saja tewas di kasur yang sama!! .",apa cinta cinta ali berbaring tidur menggantikan rasulullah saw kasur nabi padahal tahu sekelompok orang berkumpul membunuh rasulullah saw dia juga tahu dia mungkin tewas kasur sama
fear,"Gue pernah baca review film nya dimana yaa, pokoknya barengan sama review film nya dewi persik wkwkwk, serem anjir gue bacanya gak mau nonton, ak cupu [URL]",pernah baca review film nya yaa pokoknya bersamaan  sama review film nya dewi persik wkwkwk seram  anjir bacanya mau nonton  cupu url
love,Akhirnya bisa berfoto mesra dengan Jokowi. Dia memang sederhana dan baik hati. Pak Jokowi mendukung gempaliterasi GenerasiJaguar tur Sumatra. Dia menyambut kami di Bakahuni.,akhirnya berfoto mesra jokowi memang sederhana baik hati pak jokowi mendukung gempaliterasi generasijaguar tur sumatra menyambut di bakahuni
fear,"guys aku lagi deg degan parah, takut ga bisa ambil 24sks smt ini, udah tinggal 1 matkul lg yg mau keluar tapi aku ga yakin soalnya ngerasa zonk bgt dosen sm uasnya biar ga takut gimana ya kepikiran trs ga enak",guys deg degan parah takut bisa ambil sks smt sudah tinggal matkul lagi   mau keluar saya yakin soalnya merasa  zonk sangat  dosen sama  uasnya biar takut gimana kepikiran terus  enak
anger,"liat postingannya simba via ini yg terbaru, kok netijennya jahat2 ih... Dibilang lebai lah vianya.... Cedih Woi cewe baik"" klo di dm yg nga2 mah pasti marah lah ",liat postingannya simba via  terbaru kok netijennya jahat ih dibilang lebai lah vianya cedih woi cewek  baik kalau dm yang  nga mah marah lah
love,"Wajar gak kalo cowok nangis gara-gara nahan kangen? Soal nya gak bisa sama sekali untuk ketemu hehe. Lebay gak sih? engga dong, artinya itu sayang. nahan kangen sampe nangis jarang sih gue ketemu yang kaya gitu wkwk [URL]",wajar kalau  cowok nangis garagara tahan  kangen soal nya bisa sama sekali ketemu hehe lebay sih  dong artinya sayang tahan  kangen nangis jarang sih ketemu kaya  wkwk url
anger,"[USERNAME] Sudah, jawabannya sama, no HP/billing/NPWP dll tidak terdaftar. Bagaimana mungkin belum terdaftar wong saya mendaftar di kantor BPJSTK di Menara Jamsostek kok. Dan mengapa pakai tokopedia bisa? (Pakai tokopedia kena biaya admin).",username jawabannya sama no hpbillingnpwp lain terdaftar bagaimana mungkin terdaftar wong mendaftar kantor bpjstk menara jamsostek kok mengapa pakai tokopedia pakai tokopedia kena biaya admin
sadness,"Tempat sampah made in Jerman itu oke kok, positif thnkng aja Indonesia belum bs bikin. Bus tongtong ganti scania juga pada demen kan? Yg penting g dikorupsi ajasih.",tempat sampah made in jerman oke kok positif thnkng  indonesia bisa bikin bus tongtong ganti scania pada suka  kan  penting dikorupsi ajasih
fear,"Kemaren, pembagian nilai uts. Takut bener gue ga bisa imbangin pas uas. Kampus gue serem.",kemarin  pembagian nilai uts takut benar  tidak imbangin pas uas kampus seram 
happy,"Akhirnya ada foto portrait wajahku, barusan aja pas motret-motret di Tugu ketemu ama bang ekopra.yogo Ahai.... @ Tugu, Yogyakarta, Indonesia",akhirnya foto portrait wajahku barusan  pas motretmotret tugu ketemu sama  bang ekoprayogo ahai tugu yogyakarta indonesia
anger,ga pernah bikin status galau di ig.. sekalinya bikin banyak yg kepoooo... pd sotoyyy.. lgsg jadiin bahan gosip.. sok pangnyaho na weh.. sebel efeklgdatengtamu,pernah bikin status galau ig sekalinya bikin banyak  kepoooo  sotoyyy langsung  jadi  bahan gosip sok pangnyaho na weh kesal  efeklgdatengtamu
sadness,doi liat tadinya mau di bersihin ama doi tapi tidak-enak kali ama yang lain,doi liat tadinya mau bersihin sama  doi tidakenak kali sama  lain
